eps_p    eps_q    p        q        eps_1    eps_2    sigma_1  sigma_2  epor     stateVar2
0.03364  0.04800  375.1    525.3    0.05921  -0.01279 725.3    200.0    0.69200  665.87838
0.03382  0.04900  376.1    528.4    0.06027  -0.01323 728.4    200.0    0.69171  670.20712
0.03398  0.05000  377.1    531.3    0.06133  -0.01367 731.3    200.0    0.69143  674.42085
0.03415  0.05100  378.1    534.2    0.06238  -0.01412 734.2    200.0    0.69115  678.52231
0.03430  0.05200  379.0    537.0    0.06343  -0.01457 737.0    200.0    0.69089  682.51420
0.03446  0.05300  379.9    539.7    0.06449  -0.01501 739.7    200.0    0.69063  686.39916
0.03460  0.05400  380.8    542.3    0.06553  -0.01547 742.3    200.0    0.69038  690.17980
0.03474  0.05500  381.6    544.9    0.06658  -0.01592 744.9    200.0    0.69014  693.85867
0.03488  0.05600  382.5    547.4    0.06763  -0.01637 747.4    200.0    0.68991  697.43828
0.03502  0.05700  383.3    549.8    0.06867  -0.01683 749.8    200.0    0.68968  700.92107
0.03514  0.05800  384.1    552.2    0.06971  -0.01729 752.2    200.0    0.68947  704.30946
0.03527  0.05900  384.8    554.4    0.07076  -0.01774 754.4    200.0    0.68925  707.60582
0.03539  0.06000  385.6    556.7    0.07180  -0.01820 756.7    200.0    0.68905  710.81245
0.03551  0.06100  386.3    558.8    0.07284  -0.01866 758.8    200.0    0.68885  713.93163
0.03562  0.06200  387.0    560.9    0.07387  -0.01913 760.9    200.0    0.68866  716.96557
0.03573  0.06300  387.7    563.0    0.07491  -0.01959 763.0    200.0    0.68847  719.91645
0.03584  0.06400  388.3    564.9    0.07595  -0.02005 764.9    200.0    0.68829  722.78639
0.03594  0.06500  389.0    566.9    0.07698  -0.02052 766.9    200.0    0.68812  725.57748
0.03604  0.06600  389.6    568.7    0.07801  -0.02099 768.7    200.0    0.68795  728.29175
0.03614  0.06700  390.2    570.6    0.07905  -0.02145 770.6    200.0    0.68779  730.93120
0.03623  0.06800  390.8    572.3    0.08008  -0.02192 772.3    200.0    0.68763  733.49776
0.03632  0.06900  391.3    574.0    0.08111  -0.02239 774.0    200.0    0.68747  735.99335
0.03641  0.07000  391.9    575.7    0.08214  -0.02286 775.7    200.0    0.68733  738.41982
0.03650  0.07100  392.4    577.3    0.08317  -0.02333 777.3    200.0    0.68718  740.77900
0.03658  0.07200  393.0    578.9    0.08419  -0.02381 778.9    200.0    0.68704  743.07264
0.03666  0.07300  393.5    580.4    0.08522  -0.02428 780.4    200.0    0.68691  745.30250
0.03674  0.07400  394.0    581.9    0.08625  -0.02475 781.9    200.0    0.68678  747.47025
0.03681  0.07500  394.5    583.4    0.08727  -0.02523 783.4    200.0    0.68665  749.57756
0.03689  0.07600  394.9    584.8    0.08830  -0.02570 784.8    200.0    0.68652  751.62604
0.03696  0.07700  395.4    586.1    0.08932  -0.02618 786.1    200.0    0.68640  753.61726
0.03703  0.07800  395.8    587.5    0.09034  -0.02666 787.5    200.0    0.68629  755.55275
0.03709  0.07900  396.2    588.7    0.09136  -0.02714 788.7    200.0    0.68618  757.43403
0.03716  0.08000  396.7    590.0    0.09239  -0.02761 790.0    200.0    0.68607  759.26254
0.03722  0.08100  397.1    591.2    0.09341  -0.02809 791.2    200.0    0.68596  761.03971
0.03728  0.08200  397.5    592.4    0.09443  -0.02857 792.4    200.0    0.68586  762.76694
0.03734  0.08300  397.8    593.5    0.09545  -0.02905 793.5    200.0    0.68576  764.44558
0.03740  0.08400  398.2    594.6    0.09647  -0.02953 794.6    200.0    0.68566  766.07695
0.03745  0.08500  398.6    595.7    0.09748  -0.03002 795.7    200.0    0.68557  767.66234
0.03751  0.08600  398.9    596.8    0.09850  -0.03050 796.8    200.0    0.68548  769.20300
0.03756  0.08700  399.3    597.8    0.09952  -0.03098 797.8    200.0    0.68539  770.70017
0.03761  0.08800  399.6    598.8    0.10054  -0.03146 798.8    200.0    0.68531  772.15503
0.03766  0.08900  399.9    599.8    0.10155  -0.03195 799.8    200.0    0.68522  773.56874
0.03771  0.09000  400.2    600.7    0.10257  -0.03243 800.7    200.0    0.68514  774.94244
0.03775  0.09100  400.5    601.6    0.10358  -0.03292 801.6    200.0    0.68506  776.27723
0.03780  0.09200  400.8    602.5    0.10460  -0.03340 802.5    200.0    0.68499  777.57418
0.03784  0.09300  401.1    603.3    0.10561  -0.03389 803.3    200.0    0.68492  778.83434
0.03788  0.09400  401.4    604.2    0.10663  -0.03437 804.2    200.0    0.68484  780.05873
0.03792  0.09500  401.7    605.0    0.10764  -0.03486 805.0    200.0    0.68478  781.24834
0.03796  0.09600  401.9    605.8    0.10865  -0.03535 805.8    200.0    0.68471  782.40413
0.03800  0.09700  402.2    606.5    0.10967  -0.03583 806.5    200.0    0.68464  783.52705
0.03804  0.09800  402.4    607.3    0.11068  -0.03632 807.3    200.0    0.68458  784.61801
0.03808  0.09900  402.7    608.0    0.11169  -0.03681 808.0    200.0    0.68452  785.67791
0.03811  0.10000  402.9    608.7    0.11270  -0.03730 808.7    200.0    0.68446  786.70760
0.03814  0.10100  403.1    609.4    0.11371  -0.03779 809.4    200.0    0.68440  787.70793
0.03818  0.10200  403.3    610.0    0.11473  -0.03827 810.0    200.0    0.68435  788.67973
0.03821  0.10300  403.6    610.7    0.11574  -0.03876 810.7    200.0    0.68429  789.62379
0.03824  0.10400  403.8    611.3    0.11675  -0.03925 811.3    200.0    0.68424  790.54090
0.03827  0.10500  404.0    611.9    0.11776  -0.03974 811.9    200.0    0.68419  791.43180
0.03830  0.10600  404.2    612.5    0.11877  -0.04023 812.5    200.0    0.68414  792.29724
0.03833  0.10700  404.4    613.1    0.11978  -0.04072 813.1    200.0    0.68409  793.13793
0.03836  0.10800  404.5    613.6    0.12079  -0.04121 813.6    200.0    0.68405  793.95456
0.03838  0.10900  404.7    614.1    0.12179  -0.04171 814.1    200.0    0.68400  794.74782
0.03841  0.11000  404.9    614.7    0.12280  -0.04220 814.7    200.0    0.68396  795.51837
0.03843  0.11100  405.1    615.2    0.12381  -0.04269 815.2    200.0    0.68391  796.26684
0.03846  0.11200  405.2    615.7    0.12482  -0.04318 815.7    200.0    0.68387  796.99386
0.03848  0.11300  405.4    616.1    0.12583  -0.04367 816.1    200.0    0.68383  797.70004
0.03851  0.11400  405.5    616.6    0.12684  -0.04416 816.6    200.0    0.68379  798.38596
0.03853  0.11500  405.7    617.1    0.12784  -0.04466 817.1    200.0    0.68376  799.05221
0.03855  0.11600  405.8    617.5    0.12885  -0.04515 817.5    200.0    0.68372  799.69933
0.03857  0.11700  406.0    617.9    0.12986  -0.04564 817.9    200.0    0.68368  800.32787
0.03859  0.11800  406.1    618.3    0.13086  -0.04614 818.3    200.0    0.68365  800.93836
0.03861  0.11900  406.2    618.7    0.13187  -0.04663 818.7    200.0    0.68362  801.53131
0.03863  0.12000  406.4    619.1    0.13288  -0.04712 819.1    200.0    0.68358  802.10722
0.03865  0.12100  406.5    619.5    0.13388  -0.04762 819.5    200.0    0.68355  802.66657
0.03867  0.12200  406.6    619.9    0.13489  -0.04811 819.9    200.0    0.68352  803.20984
0.03869  0.12300  406.7    620.2    0.13590  -0.04860 820.2    200.0    0.68349  803.73748
0.03870  0.12400  406.9    620.6    0.13690  -0.04910 820.6    200.0    0.68346  804.24994
0.03872  0.12500  407.0    620.9    0.13791  -0.04959 820.9    200.0    0.68344  804.74765
0.03874  0.12600  407.1    621.2    0.13891  -0.05009 821.2    200.0    0.68341  805.23103
0.03875  0.12700  407.2    621.6    0.13992  -0.05058 821.6    200.0    0.68338  805.70049
0.03877  0.12800  407.3    621.9    0.14092  -0.05108 821.9    200.0    0.68336  806.15643
0.03878  0.12900  407.4    622.2    0.14193  -0.05157 822.2    200.0    0.68333  806.59923
0.03880  0.13000  407.5    622.5    0.14293  -0.05207 822.5    200.0    0.68331  807.02927
0.03881  0.13100  407.6    622.7    0.14394  -0.05256 822.7    200.0    0.68328  807.44692
0.03882  0.13200  407.7    623.0    0.14494  -0.05306 823.0    200.0    0.68326  807.85253
0.03884  0.13300  407.8    623.3    0.14595  -0.05355 823.3    200.0    0.68324  808.24644
0.03885  0.13400  407.8    623.5    0.14695  -0.05405 823.5    200.0    0.68322  808.62899
0.03886  0.13500  407.9    623.8    0.14795  -0.05455 823.8    200.0    0.68320  809.00050
0.03887  0.13600  408.0    624.0    0.14896  -0.05504 824.0    200.0    0.68318  809.36130
0.03888  0.13700  408.1    624.3    0.14996  -0.05554 824.3    200.0    0.68316  809.71168
0.03890  0.13800  408.2    624.5    0.15097  -0.05603 824.5    200.0    0.68314  810.05195
0.03891  0.13900  408.2    624.7    0.15197  -0.05653 824.7    200.0    0.68312  810.38239
0.03892  0.14000  408.3    624.9    0.15297  -0.05703 824.9    200.0    0.68310  810.70329
0.03893  0.14100  408.4    625.1    0.15398  -0.05752 825.1    200.0    0.68308  811.01493
0.03894  0.14200  408.5    625.4    0.15498  -0.05802 825.4    200.0    0.68307  811.31757
0.03895  0.14300  408.5    625.6    0.15598  -0.05852 825.6    200.0    0.68305  811.61146
0.03896  0.14400  408.6    625.7    0.15699  -0.05901 825.7    200.0    0.68304  811.89686
0.03897  0.14500  408.6    625.9    0.15799  -0.05951 825.9    200.0    0.68302  812.17401
0.03898  0.14600  408.7    626.1    0.15899  -0.06001 826.1    200.0    0.68300  812.44315
0.03898  0.14700  408.8    626.3    0.15999  -0.06051 826.3    200.0    0.68299  812.70452
0.03899  0.14800  408.8    626.5    0.16100  -0.06100 826.5    200.0    0.68298  812.95832
0.03900  0.14900  408.9    626.6    0.16200  -0.06150 826.6    200.0    0.68296  813.20479
0.03901  0.15000  408.9    626.8    0.16300  -0.06200 826.8    200.0    0.68295  813.44413
0.03902  0.15100  409.0    626.9    0.16401  -0.06249 826.9    200.0    0.68294  813.67655
0.03902  0.15200  409.0    627.1    0.16501  -0.06299 827.1    200.0    0.68292  813.90225
0.03903  0.15300  409.1    627.2    0.16601  -0.06349 827.2    200.0    0.68291  814.12142
0.03904  0.15400  409.1    627.4    0.16701  -0.06399 827.4    200.0    0.68290  814.33425
0.03904  0.15500  409.2    627.5    0.16801  -0.06449 827.5    200.0    0.68289  814.54092
0.03905  0.15600  409.2    627.7    0.16902  -0.06498 827.7    200.0    0.68288  814.74160
0.03906  0.15700  409.3    627.8    0.17002  -0.06548 827.8    200.0    0.68287  814.93649
0.03906  0.15800  409.3    627.9    0.17102  -0.06598 827.9    200.0    0.68286  815.12573
0.03907  0.15900  409.3    628.0    0.17202  -0.06648 828.0    200.0    0.68285  815.30949
0.03908  0.16000  409.4    628.2    0.17303  -0.06697 828.2    200.0    0.68284  815.48793
0.03908  0.16100  409.4    628.3    0.17403  -0.06747 828.3    200.0    0.68283  815.66121
0.03909  0.16200  409.5    628.4    0.17503  -0.06797 828.4    200.0    0.68282  815.82947
0.03909  0.16300  409.5    628.5    0.17603  -0.06847 828.5    200.0    0.68281  815.99285
0.03910  0.16400  409.5    628.6    0.17703  -0.06897 828.6    200.0    0.68280  816.15151
0.03910  0.16500  409.6    628.7    0.17803  -0.06947 828.7    200.0    0.68279  816.30557
0.03911  0.16600  409.6    628.8    0.17904  -0.06996 828.8    200.0    0.68278  816.45517
0.03911  0.16700  409.6    628.9    0.18004  -0.07046 828.9    200.0    0.68277  816.60043
0.03912  0.16800  409.7    629.0    0.18104  -0.07096 829.0    200.0    0.68277  816.74149
0.03912  0.16900  409.7    629.1    0.18204  -0.07146 829.1    200.0    0.68276  816.87846
0.03913  0.17000  409.7    629.2    0.18304  -0.07196 829.2    200.0    0.68275  817.01146
0.03913  0.17100  409.8    629.3    0.18404  -0.07246 829.3    200.0    0.68274  817.14061
0.03913  0.17200  409.8    629.4    0.18504  -0.07296 829.4    200.0    0.68274  817.26602
0.03914  0.17300  409.8    629.4    0.18605  -0.07345 829.4    200.0    0.68273  817.38779
0.03914  0.17400  409.8    629.5    0.18705  -0.07395 829.5    200.0    0.68272  817.50603
0.03915  0.17500  409.9    629.6    0.18805  -0.07445 829.6    200.0    0.68272  817.62085
0.03915  0.17600  409.9    629.7    0.18905  -0.07495 829.7    200.0    0.68271  817.73234
0.03915  0.17700  409.9    629.8    0.19005  -0.07545 829.8    200.0    0.68270  817.84059
0.03916  0.17800  409.9    629.8    0.19105  -0.07595 829.8    200.0    0.68270  817.94571
0.03916  0.17900  410.0    629.9    0.19205  -0.07645 829.9    200.0    0.68269  818.04778
0.03916  0.18000  410.0    630.0    0.19305  -0.07695 830.0    200.0    0.68269  818.14689
0.03917  0.18100  410.0    630.0    0.19406  -0.07744 830.0    200.0    0.68268  818.24313
0.03917  0.18200  410.0    630.1    0.19506  -0.07794 830.1    200.0    0.68268  818.33658
0.03917  0.18300  410.0    630.1    0.19606  -0.07844 830.1    200.0    0.68267  818.42732
0.03918  0.18400  410.1    630.2    0.19706  -0.07894 830.2    200.0    0.68267  818.51543
0.03918  0.18500  410.1    630.3    0.19806  -0.07944 830.3    200.0    0.68266  818.60098
0.03918  0.18600  410.1    630.3    0.19906  -0.07994 830.3    200.0    0.68266  818.68405
0.03918  0.18700  410.1    630.4    0.20006  -0.08044 830.4    200.0    0.68265  818.76472
0.03919  0.18800  410.1    630.4    0.20106  -0.08094 830.4    200.0    0.68265  818.84304
0.03919  0.18900  410.2    630.5    0.20206  -0.08144 830.5    200.0    0.68265  818.91909
0.03919  0.19000  410.2    630.5    0.20306  -0.08194 830.5    200.0    0.68264  818.99294
0.03919  0.19100  410.2    630.6    0.20406  -0.08244 830.6    200.0    0.68264  819.06464
0.03920  0.19200  410.2    630.6    0.20507  -0.08293 830.6    200.0    0.68263  819.13427
0.03920  0.19300  410.2    630.7    0.20607  -0.08343 830.7    200.0    0.68263  819.20187
0.03920  0.19400  410.2    630.7    0.20707  -0.08393 830.7    200.0    0.68263  819.26752
0.03920  0.19500  410.3    630.8    0.20807  -0.08443 830.8    200.0    0.68262  819.33126
0.03920  0.19600  410.3    630.8    0.20907  -0.08493 830.8    200.0    0.68262  819.39315
0.03921  0.19700  410.3    630.8    0.21007  -0.08543 830.8    200.0    0.68262  819.45324
0.03921  0.19800  410.3    630.9    0.21107  -0.08593 830.9    200.0    0.68261  819.51160
0.03921  0.19900  410.3    630.9    0.21207  -0.08643 830.9    200.0    0.68261  819.56826
0.03921  0.20000  410.3    631.0    0.21307  -0.08693 831.0    200.0    0.68261  819.62327
