eps_p    eps_q    p        q        eps_1    eps_2    sigma_1  sigma_2  epor     stateVar2
0.03560  0.06300  873.3    1270.0   0.07487  -0.01963 1720.0   450.0    0.69835  1623.09523
0.03570  0.06400  874.8    1274.4   0.07590  -0.02010 1724.4   450.0    0.69817  1629.53192
0.03580  0.06500  876.3    1278.8   0.07693  -0.02057 1728.8   450.0    0.69800  1635.79067
0.03590  0.06600  877.7    1283.0   0.07797  -0.02103 1733.0   450.0    0.69783  1641.87611
0.03600  0.06700  879.0    1287.0   0.07900  -0.02150 1737.0   450.0    0.69767  1647.79276
0.03609  0.06800  880.3    1291.0   0.08003  -0.02197 1741.0   450.0    0.69751  1653.54504
0.03618  0.06900  881.6    1294.8   0.08106  -0.02244 1744.8   450.0    0.69736  1659.13727
0.03627  0.07000  882.9    1298.6   0.08209  -0.02291 1748.6   450.0    0.69721  1664.57367
0.03635  0.07100  884.1    1302.2   0.08312  -0.02338 1752.2   450.0    0.69707  1669.85836
0.03643  0.07200  885.2    1305.7   0.08414  -0.02386 1755.7   450.0    0.69693  1674.99538
0.03651  0.07300  886.4    1309.1   0.08517  -0.02433 1759.1   450.0    0.69679  1679.98864
0.03659  0.07400  887.5    1312.5   0.08620  -0.02480 1762.5   450.0    0.69666  1684.84200
0.03667  0.07500  888.6    1315.7   0.08722  -0.02528 1765.7   450.0    0.69654  1689.55920
0.03674  0.07600  889.6    1318.8   0.08825  -0.02575 1768.8   450.0    0.69641  1694.14390
0.03681  0.07700  890.6    1321.9   0.08927  -0.02623 1771.9   450.0    0.69630  1698.59967
0.03688  0.07800  891.6    1324.8   0.09029  -0.02671 1774.8   450.0    0.69618  1702.92998
0.03694  0.07900  892.6    1327.7   0.09131  -0.02719 1777.7   450.0    0.69607  1707.13823
0.03701  0.08000  893.5    1330.5   0.09234  -0.02766 1780.5   450.0    0.69596  1711.22774
0.03707  0.08100  894.4    1333.2   0.09336  -0.02814 1783.2   450.0    0.69586  1715.20174
0.03713  0.08200  895.3    1335.9   0.09438  -0.02862 1785.9   450.0    0.69575  1719.06336
0.03719  0.08300  896.1    1338.4   0.09540  -0.02910 1788.4   450.0    0.69565  1722.81570
0.03724  0.08400  897.0    1340.9   0.09641  -0.02959 1790.9   450.0    0.69556  1726.46173
0.03730  0.08500  897.8    1343.3   0.09743  -0.03007 1793.3   450.0    0.69547  1730.00437
0.03735  0.08600  898.6    1345.7   0.09845  -0.03055 1795.7   450.0    0.69538  1733.44646
0.03740  0.08700  899.3    1347.9   0.09947  -0.03103 1797.9   450.0    0.69529  1736.79078
0.03745  0.08800  900.1    1350.2   0.10048  -0.03152 1800.2   450.0    0.69520  1740.04002
0.03750  0.08900  900.8    1352.3   0.10150  -0.03200 1802.3   450.0    0.69512  1743.19681
0.03755  0.09000  901.5    1354.4   0.10252  -0.03248 1804.4   450.0    0.69504  1746.26371
0.03759  0.09100  902.1    1356.4   0.10353  -0.03297 1806.4   450.0    0.69497  1749.24321
0.03764  0.09200  902.8    1358.4   0.10455  -0.03345 1808.4   450.0    0.69489  1752.13774
0.03768  0.09300  903.4    1360.3   0.10556  -0.03394 1810.3   450.0    0.69482  1754.94966
0.03772  0.09400  904.0    1362.1   0.10657  -0.03443 1812.1   450.0    0.69475  1757.68128
0.03776  0.09500  904.7    1364.0   0.10759  -0.03491 1814.0   450.0    0.69468  1760.33483
0.03780  0.09600  905.2    1365.7   0.10860  -0.03540 1815.7   450.0    0.69461  1762.91250
0.03784  0.09700  905.8    1367.4   0.10961  -0.03589 1817.4   450.0    0.69455  1765.41641
0.03787  0.09800  906.4    1369.1   0.11062  -0.03638 1819.1   450.0    0.69449  1767.84863
0.03791  0.09900  906.9    1370.7   0.11164  -0.03686 1820.7   450.0    0.69443  1770.21116
0.03794  0.10000  907.4    1372.2   0.11265  -0.03735 1822.2   450.0    0.69437  1772.50597
0.03798  0.10100  907.9    1373.7   0.11366  -0.03784 1823.7   450.0    0.69431  1774.73496
0.03801  0.10200  908.4    1375.2   0.11467  -0.03833 1825.2   450.0    0.69426  1776.89999
0.03804  0.10300  908.9    1376.6   0.11568  -0.03882 1826.6   450.0    0.69420  1779.00285
0.03807  0.10400  909.3    1378.0   0.11669  -0.03931 1828.0   450.0    0.69415  1781.04530
0.03810  0.10500  909.8    1379.4   0.11770  -0.03980 1829.4   450.0    0.69410  1783.02904
0.03813  0.10600  910.2    1380.7   0.11871  -0.04029 1830.7   450.0    0.69405  1784.95574
0.03816  0.10700  910.6    1381.9   0.11972  -0.04078 1831.9   450.0    0.69400  1786.82702
0.03819  0.10800  911.1    1383.2   0.12073  -0.04127 1833.2   450.0    0.69396  1788.64443
0.03821  0.10900  911.5    1384.4   0.12174  -0.04176 1834.4   450.0    0.69391  1790.40951
0.03824  0.11000  911.8    1385.5   0.12275  -0.04225 1835.5   450.0    0.69387  1792.12375
0.03826  0.11100  912.2    1386.6   0.12375  -0.04275 1836.6   450.0    0.69383  1793.78859
0.03829  0.11200  912.6    1387.7   0.12476  -0.04324 1837.7   450.0    0.69379  1795.40542
0.03831  0.11300  912.9    1388.8   0.12577  -0.04373 1838.8   450.0    0.69375  1796.97563
0.03833  0.11400  913.3    1389.8   0.12678  -0.04422 1839.8   450.0    0.69371  1798.50053
0.03835  0.11500  913.6    1390.8   0.12778  -0.04472 1840.8   450.0    0.69367  1799.98142
0.03838  0.11600  913.9    1391.8   0.12879  -0.04521 1841.8   450.0    0.69364  1801.41955
0.03840  0.11700  914.2    1392.7   0.12980  -0.04570 1842.7   450.0    0.69360  1802.81614
0.03842  0.11800  914.6    1393.7   0.13081  -0.04619 1843.7   450.0    0.69357  1804.17239
0.03844  0.11900  914.9    1394.6   0.13181  -0.04669 1844.6   450.0    0.69353  1805.48943
0.03846  0.12000  915.1    1395.4   0.13282  -0.04718 1845.4   450.0    0.69350  1806.76840
0.03847  0.12100  915.4    1396.3   0.13382  -0.04768 1846.3   450.0    0.69347  1808.01038
0.03849  0.12200  915.7    1397.1   0.13483  -0.04817 1847.1   450.0    0.69344  1809.21643
0.03851  0.12300  916.0    1397.9   0.13584  -0.04866 1847.9   450.0    0.69341  1810.38759
0.03853  0.12400  916.2    1398.6   0.13684  -0.04916 1848.6   450.0    0.69338  1811.52484
0.03854  0.12500  916.5    1399.4   0.13785  -0.04965 1849.4   450.0    0.69336  1812.62917
0.03856  0.12600  916.7    1400.1   0.13885  -0.05015 1850.1   450.0    0.69333  1813.70152
0.03857  0.12700  916.9    1400.8   0.13986  -0.05064 1850.8   450.0    0.69330  1814.74280
0.03859  0.12800  917.2    1401.5   0.14086  -0.05114 1851.5   450.0    0.69328  1815.75392
0.03860  0.12900  917.4    1402.2   0.14187  -0.05163 1852.2   450.0    0.69325  1816.73573
0.03862  0.13000  917.6    1402.8   0.14287  -0.05213 1852.8   450.0    0.69323  1817.68908
0.03863  0.13100  917.8    1403.4   0.14388  -0.05262 1853.4   450.0    0.69321  1818.61479
0.03864  0.13200  918.0    1404.0   0.14488  -0.05312 1854.0   450.0    0.69318  1819.51365
0.03866  0.13300  918.2    1404.6   0.14589  -0.05361 1854.6   450.0    0.69316  1820.38644
0.03867  0.13400  918.4    1405.2   0.14689  -0.05411 1855.2   450.0    0.69314  1821.23391
0.03868  0.13500  918.6    1405.7   0.14789  -0.05461 1855.7   450.0    0.69312  1822.05679
0.03869  0.13600  918.8    1406.3   0.14890  -0.05510 1856.3   450.0    0.69310  1822.85578
0.03870  0.13700  918.9    1406.8   0.14990  -0.05560 1856.8   450.0    0.69308  1823.63158
0.03871  0.13800  919.1    1407.3   0.15090  -0.05610 1857.3   450.0    0.69306  1824.38485
0.03873  0.13900  919.3    1407.8   0.15191  -0.05659 1857.8   450.0    0.69305  1825.11624
0.03874  0.14000  919.4    1408.3   0.15291  -0.05709 1858.3   450.0    0.69303  1825.82640
0.03875  0.14100  919.6    1408.8   0.15392  -0.05758 1858.8   450.0    0.69301  1826.51592
0.03876  0.14200  919.7    1409.2   0.15492  -0.05808 1859.2   450.0    0.69299  1827.18541
0.03876  0.14300  919.9    1409.6   0.15592  -0.05858 1859.6   450.0    0.69298  1827.83545
0.03877  0.14400  920.0    1410.1   0.15692  -0.05908 1860.1   450.0    0.69296  1828.46659
0.03878  0.14500  920.2    1410.5   0.15793  -0.05957 1860.5   450.0    0.69295  1829.07939
0.03879  0.14600  920.3    1410.9   0.15893  -0.06007 1860.9   450.0    0.69293  1829.67437
0.03880  0.14700  920.4    1411.3   0.15993  -0.06057 1861.3   450.0    0.69292  1830.25205
0.03881  0.14800  920.6    1411.7   0.16094  -0.06106 1861.7   450.0    0.69290  1830.81294
0.03882  0.14900  920.7    1412.0   0.16194  -0.06156 1862.0   450.0    0.69289  1831.35751
0.03882  0.15000  920.8    1412.4   0.16294  -0.06206 1862.4   450.0    0.69288  1831.88624
0.03883  0.15100  920.9    1412.7   0.16394  -0.06256 1862.7   450.0    0.69287  1832.39959
0.03884  0.15200  921.0    1413.1   0.16495  -0.06305 1863.1   450.0    0.69285  1832.89800
0.03885  0.15300  921.1    1413.4   0.16595  -0.06355 1863.4   450.0    0.69284  1833.38191
0.03885  0.15400  921.2    1413.7   0.16695  -0.06405 1863.7   450.0    0.69283  1833.85174
0.03886  0.15500  921.3    1414.0   0.16795  -0.06455 1864.0   450.0    0.69282  1834.30790
0.03887  0.15600  921.4    1414.3   0.16896  -0.06504 1864.3   450.0    0.69281  1834.75077
0.03887  0.15700  921.5    1414.6   0.16996  -0.06554 1864.6   450.0    0.69280  1835.18076
0.03888  0.15800  921.6    1414.9   0.17096  -0.06604 1864.9   450.0    0.69279  1835.59823
0.03888  0.15900  921.7    1415.2   0.17196  -0.06654 1865.2   450.0    0.69278  1836.00354
0.03889  0.16000  921.8    1415.4   0.17296  -0.06704 1865.4   450.0    0.69277  1836.39705
0.03890  0.16100  921.9    1415.7   0.17397  -0.06753 1865.7   450.0    0.69276  1836.77910
0.03890  0.16200  922.0    1415.9   0.17497  -0.06803 1865.9   450.0    0.69275  1837.15002
0.03891  0.16300  922.1    1416.2   0.17597  -0.06853 1866.2   450.0    0.69274  1837.51014
0.03891  0.16400  922.1    1416.4   0.17697  -0.06903 1866.4   450.0    0.69273  1837.85977
0.03892  0.16500  922.2    1416.6   0.17797  -0.06953 1866.6   450.0    0.69272  1838.19921
0.03892  0.16600  922.3    1416.9   0.17897  -0.07003 1866.9   450.0    0.69271  1838.52877
0.03893  0.16700  922.4    1417.1   0.17998  -0.07052 1867.1   450.0    0.69271  1838.84872
0.03893  0.16800  922.4    1417.3   0.18098  -0.07102 1867.3   450.0    0.69270  1839.15935
0.03893  0.16900  922.5    1417.5   0.18198  -0.07152 1867.5   450.0    0.69269  1839.46093
0.03894  0.17000  922.6    1417.7   0.18298  -0.07202 1867.7   450.0    0.69268  1839.75372
0.03894  0.17100  922.6    1417.9   0.18398  -0.07252 1867.9   450.0    0.69268  1840.03798
0.03895  0.17200  922.7    1418.1   0.18498  -0.07302 1868.1   450.0    0.69267  1840.31395
0.03895  0.17300  922.7    1418.2   0.18598  -0.07352 1868.2   450.0    0.69266  1840.58188
0.03895  0.17400  922.8    1418.4   0.18698  -0.07402 1868.4   450.0    0.69266  1840.84199
0.03896  0.17500  922.9    1418.6   0.18799  -0.07451 1868.6   450.0    0.69265  1841.09453
0.03896  0.17600  922.9    1418.8   0.18899  -0.07501 1868.8   450.0    0.69265  1841.33970
0.03897  0.17700  923.0    1418.9   0.18999  -0.07551 1868.9   450.0    0.69264  1841.57773
0.03897  0.17800  923.0    1419.1   0.19099  -0.07601 1869.1   450.0    0.69263  1841.80881
0.03897  0.17900  923.1    1419.2   0.19199  -0.07651 1869.2   450.0    0.69263  1842.03316
0.03897  0.18000  923.1    1419.4   0.19299  -0.07701 1869.4   450.0    0.69262  1842.25096
0.03898  0.18100  923.2    1419.5   0.19399  -0.07751 1869.5   450.0    0.69262  1842.46242
0.03898  0.18200  923.2    1419.6   0.19499  -0.07801 1869.6   450.0    0.69261  1842.66770
0.03898  0.18300  923.3    1419.8   0.19599  -0.07851 1869.8   450.0    0.69261  1842.86700
0.03899  0.18400  923.3    1419.9   0.19700  -0.07900 1869.9   450.0    0.69260  1843.06049
0.03899  0.18500  923.3    1420.0   0.19800  -0.07950 1870.0   450.0    0.69260  1843.24833
0.03899  0.18600  923.4    1420.2   0.19900  -0.08000 1870.2   450.0    0.69259  1843.43070
0.03899  0.18700  923.4    1420.3   0.20000  -0.08050 1870.3   450.0    0.69259  1843.60774
0.03900  0.18800  923.5    1420.4   0.20100  -0.08100 1870.4   450.0    0.69259  1843.77963
0.03900  0.18900  923.5    1420.5   0.20200  -0.08150 1870.5   450.0    0.69258  1843.94649
0.03900  0.19000  923.5    1420.6   0.20300  -0.08200 1870.6   450.0    0.69258  1844.10849
0.03900  0.19100  923.6    1420.7   0.20400  -0.08250 1870.7   450.0    0.69257  1844.26577
0.03901  0.19200  923.6    1420.8   0.20500  -0.08300 1870.8   450.0    0.69257  1844.41845
0.03901  0.19300  923.6    1420.9   0.20600  -0.08350 1870.9   450.0    0.69257  1844.56668
0.03901  0.19400  923.7    1421.0   0.20700  -0.08400 1871.0   450.0    0.69256  1844.71059
0.03901  0.19500  923.7    1421.1   0.20800  -0.08450 1871.1   450.0    0.69256  1844.85029
0.03901  0.19600  923.7    1421.2   0.20900  -0.08500 1871.2   450.0    0.69256  1844.98592
0.03902  0.19700  923.8    1421.3   0.21001  -0.08549 1871.3   450.0    0.69255  1845.11760
0.03902  0.19800  923.8    1421.4   0.21101  -0.08599 1871.4   450.0    0.69255  1845.24543
0.03902  0.19900  923.8    1421.5   0.21201  -0.08649 1871.5   450.0    0.69255  1845.36953
0.03902  0.20000  923.8    1421.5   0.21301  -0.08699 1871.5   450.0    0.69254  1845.49000
