eps_p    eps_q    p        q        eps_1    eps_2    sigma_1  sigma_2  epor     stateVar2
0.04831  0.07200  566.4    799.3    0.08810  -0.01990 1099.3   300.0    0.69586  1012.13522
0.04847  0.07300  567.4    802.2    0.08916  -0.02034 1102.2   300.0    0.69559  1016.38023
0.04862  0.07400  568.4    805.1    0.09021  -0.02079 1105.1   300.0    0.69532  1020.54721
0.04878  0.07500  569.3    808.0    0.09126  -0.02124 1108.0   300.0    0.69506  1024.63748
0.04893  0.07600  570.3    810.8    0.09231  -0.02169 1110.8   300.0    0.69481  1028.65232
0.04908  0.07700  571.2    813.5    0.09336  -0.02214 1113.5   300.0    0.69456  1032.59302
0.04922  0.07800  572.1    816.2    0.09441  -0.02259 1116.2   300.0    0.69432  1036.46083
0.04936  0.07900  572.9    818.8    0.09545  -0.02305 1118.8   300.0    0.69408  1040.25699
0.04950  0.08000  573.8    821.4    0.09650  -0.02350 1121.4   300.0    0.69384  1043.98273
0.04963  0.08100  574.7    824.0    0.09754  -0.02396 1124.0   300.0    0.69362  1047.63925
0.04976  0.08200  575.5    826.5    0.09859  -0.02441 1126.5   300.0    0.69339  1051.22776
0.04989  0.08300  576.3    828.9    0.09963  -0.02487 1128.9   300.0    0.69317  1054.74942
0.05002  0.08400  577.1    831.3    0.10067  -0.02533 1131.3   300.0    0.69296  1058.20540
0.05014  0.08500  577.9    833.6    0.10171  -0.02579 1133.6   300.0    0.69275  1061.59683
0.05026  0.08600  578.6    835.9    0.10275  -0.02625 1135.9   300.0    0.69255  1064.92483
0.05038  0.08700  579.4    838.2    0.10379  -0.02671 1138.2   300.0    0.69235  1068.19053
0.05050  0.08800  580.1    840.4    0.10483  -0.02717 1140.4   300.0    0.69215  1071.39501
0.05061  0.08900  580.9    842.6    0.10587  -0.02763 1142.6   300.0    0.69196  1074.53935
0.05072  0.09000  581.6    844.7    0.10691  -0.02809 1144.7   300.0    0.69178  1077.62461
0.05083  0.09100  582.3    846.8    0.10794  -0.02856 1146.8   300.0    0.69159  1080.65183
0.05093  0.09200  582.9    848.8    0.10898  -0.02902 1148.8   300.0    0.69141  1083.62205
0.05104  0.09300  583.6    850.9    0.11001  -0.02949 1150.9   300.0    0.69124  1086.53627
0.05114  0.09400  584.3    852.8    0.11105  -0.02995 1152.8   300.0    0.69107  1089.39550
0.05124  0.09500  584.9    854.8    0.11208  -0.03042 1154.8   300.0    0.69090  1092.20071
0.05133  0.09600  585.5    856.6    0.11311  -0.03089 1156.6   300.0    0.69074  1094.95288
0.05143  0.09700  586.2    858.5    0.11414  -0.03136 1158.5   300.0    0.69057  1097.65295
0.05152  0.09800  586.8    860.3    0.11517  -0.03183 1160.3   300.0    0.69042  1100.30186
0.05161  0.09900  587.4    862.1    0.11620  -0.03230 1162.1   300.0    0.69026  1102.90053
0.05170  0.10000  588.0    863.9    0.11723  -0.03277 1163.9   300.0    0.69011  1105.44988
0.05179  0.10100  588.5    865.6    0.11826  -0.03324 1165.6   300.0    0.68997  1107.95079
0.05188  0.10200  589.1    867.3    0.11929  -0.03371 1167.3   300.0    0.68982  1110.40414
0.05196  0.10300  589.6    868.9    0.12032  -0.03418 1168.9   300.0    0.68968  1112.81079
0.05204  0.10400  590.2    870.5    0.12135  -0.03465 1170.5   300.0    0.68954  1115.17161
0.05212  0.10500  590.7    872.1    0.12237  -0.03513 1172.1   300.0    0.68941  1117.48741
0.05220  0.10600  591.2    873.7    0.12340  -0.03560 1173.7   300.0    0.68927  1119.75903
0.05228  0.10700  591.7    875.2    0.12443  -0.03607 1175.2   300.0    0.68914  1121.98727
0.05235  0.10800  592.2    876.7    0.12545  -0.03655 1176.7   300.0    0.68902  1124.17293
0.05242  0.10900  592.7    878.2    0.12647  -0.03703 1178.2   300.0    0.68889  1126.31679
0.05250  0.11000  593.2    879.6    0.12750  -0.03750 1179.6   300.0    0.68877  1128.41961
0.05257  0.11100  593.7    881.0    0.12852  -0.03798 1181.0   300.0    0.68865  1130.48217
0.05264  0.11200  594.1    882.4    0.12955  -0.03845 1182.4   300.0    0.68854  1132.50519
0.05270  0.11300  594.6    883.7    0.13057  -0.03893 1183.7   300.0    0.68842  1134.48941
0.05277  0.11400  595.0    885.1    0.13159  -0.03941 1185.1   300.0    0.68831  1136.43555
0.05284  0.11500  595.5    886.4    0.13261  -0.03989 1186.4   300.0    0.68820  1138.34432
0.05290  0.11600  595.9    887.7    0.13363  -0.04037 1187.7   300.0    0.68809  1140.21640
0.05296  0.11700  596.3    888.9    0.13465  -0.04085 1188.9   300.0    0.68799  1142.05248
0.05302  0.11800  596.7    890.1    0.13567  -0.04133 1190.1   300.0    0.68789  1143.85323
0.05308  0.11900  597.1    891.3    0.13669  -0.04181 1191.3   300.0    0.68778  1145.61931
0.05314  0.12000  597.5    892.5    0.13771  -0.04229 1192.5   300.0    0.68769  1147.35137
0.05320  0.12100  597.9    893.7    0.13873  -0.04277 1193.7   300.0    0.68759  1149.05003
0.05325  0.12200  598.3    894.8    0.13975  -0.04325 1194.8   300.0    0.68750  1150.71594
0.05331  0.12300  598.6    895.9    0.14077  -0.04373 1195.9   300.0    0.68740  1152.34969
0.05336  0.12400  599.0    897.0    0.14179  -0.04421 1197.0   300.0    0.68731  1153.95190
0.05341  0.12500  599.4    898.1    0.14280  -0.04470 1198.1   300.0    0.68722  1155.52316
0.05347  0.12600  599.7    899.1    0.14382  -0.04518 1199.1   300.0    0.68714  1157.06404
0.05352  0.12700  600.1    900.2    0.14484  -0.04566 1200.2   300.0    0.68705  1158.57513
0.05357  0.12800  600.4    901.2    0.14586  -0.04614 1201.2   300.0    0.68697  1160.05697
0.05361  0.12900  600.7    902.2    0.14687  -0.04663 1202.2   300.0    0.68689  1161.51013
0.05366  0.13000  601.0    903.1    0.14789  -0.04711 1203.1   300.0    0.68681  1162.93515
0.05371  0.13100  601.4    904.1    0.14890  -0.04760 1204.1   300.0    0.68673  1164.33255
0.05375  0.13200  601.7    905.0    0.14992  -0.04808 1205.0   300.0    0.68665  1165.70286
0.05380  0.13300  602.0    905.9    0.15093  -0.04857 1205.9   300.0    0.68658  1167.04660
0.05384  0.13400  602.3    906.8    0.15195  -0.04905 1206.8   300.0    0.68650  1168.36426
0.05388  0.13500  602.6    907.7    0.15296  -0.04954 1207.7   300.0    0.68643  1169.65635
0.05393  0.13600  602.9    908.6    0.15398  -0.05002 1208.6   300.0    0.68636  1170.92334
0.05397  0.13700  603.1    909.4    0.15499  -0.05051 1209.4   300.0    0.68629  1172.16571
0.05401  0.13800  603.4    910.2    0.15600  -0.05100 1210.2   300.0    0.68622  1173.38394
0.05405  0.13900  603.7    911.0    0.15702  -0.05148 1211.0   300.0    0.68616  1174.57848
0.05409  0.14000  603.9    911.8    0.15803  -0.05197 1211.8   300.0    0.68609  1175.74979
0.05412  0.14100  604.2    912.6    0.15904  -0.05246 1212.6   300.0    0.68603  1176.89830
0.05416  0.14200  604.5    913.4    0.16005  -0.05295 1213.4   300.0    0.68597  1178.02446
0.05420  0.14300  604.7    914.1    0.16107  -0.05343 1214.1   300.0    0.68590  1179.12869
0.05423  0.14400  605.0    914.9    0.16208  -0.05392 1214.9   300.0    0.68584  1180.21140
0.05427  0.14500  605.2    915.6    0.16309  -0.05441 1215.6   300.0    0.68579  1181.27302
0.05430  0.14600  605.4    916.3    0.16410  -0.05490 1216.3   300.0    0.68573  1182.31394
0.05433  0.14700  605.7    917.0    0.16511  -0.05539 1217.0   300.0    0.68567  1183.33456
0.05437  0.14800  605.9    917.7    0.16612  -0.05588 1217.7   300.0    0.68562  1184.33528
0.05440  0.14900  606.1    918.3    0.16713  -0.05637 1218.3   300.0    0.68556  1185.31646
0.05443  0.15000  606.3    919.0    0.16814  -0.05686 1219.0   300.0    0.68551  1186.27850
0.05446  0.15100  606.5    919.6    0.16915  -0.05735 1219.6   300.0    0.68546  1187.22175
0.05449  0.15200  606.7    920.2    0.17016  -0.05784 1220.2   300.0    0.68541  1188.14658
0.05452  0.15300  606.9    920.8    0.17117  -0.05833 1220.8   300.0    0.68536  1189.05333
0.05455  0.15400  607.2    921.5    0.17218  -0.05882 1221.5   300.0    0.68531  1189.94237
0.05458  0.15500  607.3    922.0    0.17319  -0.05931 1222.0   300.0    0.68526  1190.81403
0.05461  0.15600  607.5    922.6    0.17420  -0.05980 1222.6   300.0    0.68521  1191.66865
0.05463  0.15700  607.7    923.2    0.17521  -0.06029 1223.2   300.0    0.68517  1192.50654
0.05466  0.15800  607.9    923.7    0.17622  -0.06078 1223.7   300.0    0.68512  1193.32805
0.05469  0.15900  608.1    924.3    0.17723  -0.06127 1224.3   300.0    0.68508  1194.13348
0.05471  0.16000  608.3    924.8    0.17824  -0.06176 1224.8   300.0    0.68504  1194.92314
0.05474  0.16100  608.4    925.3    0.17925  -0.06225 1225.3   300.0    0.68499  1195.69734
0.05476  0.16200  608.6    925.9    0.18025  -0.06275 1225.9   300.0    0.68495  1196.45638
0.05479  0.16300  608.8    926.4    0.18126  -0.06324 1226.4   300.0    0.68491  1197.20055
0.05481  0.16400  609.0    926.9    0.18227  -0.06373 1226.9   300.0    0.68487  1197.93014
0.05483  0.16500  609.1    927.3    0.18328  -0.06422 1227.3   300.0    0.68483  1198.64543
0.05485  0.16600  609.3    927.8    0.18428  -0.06472 1227.8   300.0    0.68479  1199.34670
0.05488  0.16700  609.4    928.3    0.18529  -0.06521 1228.3   300.0    0.68476  1200.03422
0.05490  0.16800  609.6    928.7    0.18630  -0.06570 1228.7   300.0    0.68472  1200.70825
0.05492  0.16900  609.7    929.2    0.18731  -0.06619 1229.2   300.0    0.68469  1201.36907
0.05494  0.17000  609.9    929.6    0.18831  -0.06669 1229.6   300.0    0.68465  1202.01692
0.05496  0.17100  610.0    930.0    0.18932  -0.06718 1230.0   300.0    0.68462  1202.65205
0.05498  0.17200  610.2    930.5    0.19033  -0.06767 1230.5   300.0    0.68458  1203.27472
0.05500  0.17300  610.3    930.9    0.19133  -0.06817 1230.9   300.0    0.68455  1203.88516
0.05502  0.17400  610.4    931.3    0.19234  -0.06866 1231.3   300.0    0.68452  1204.48362
0.05504  0.17500  610.6    931.7    0.19335  -0.06915 1231.7   300.0    0.68448  1205.07033
0.05506  0.17600  610.7    932.1    0.19435  -0.06965 1232.1   300.0    0.68445  1205.64551
0.05508  0.17700  610.8    932.5    0.19536  -0.07014 1232.5   300.0    0.68442  1206.20939
0.05509  0.17800  610.9    932.8    0.19636  -0.07064 1232.8   300.0    0.68439  1206.76219
0.05511  0.17900  611.1    933.2    0.19737  -0.07113 1233.2   300.0    0.68436  1207.30413
0.05513  0.18000  611.2    933.5    0.19838  -0.07162 1233.5   300.0    0.68433  1207.83541
0.05514  0.18100  611.3    933.9    0.19938  -0.07212 1233.9   300.0    0.68431  1208.35625
0.05516  0.18200  611.4    934.2    0.20039  -0.07261 1234.2   300.0    0.68428  1208.86684
0.05518  0.18300  611.5    934.6    0.20139  -0.07311 1234.6   300.0    0.68425  1209.36740
0.05519  0.18400  611.6    934.9    0.20240  -0.07360 1234.9   300.0    0.68423  1209.85811
0.05521  0.18500  611.7    935.2    0.20340  -0.07410 1235.2   300.0    0.68420  1210.33917
0.05522  0.18600  611.9    935.6    0.20441  -0.07459 1235.6   300.0    0.68417  1210.81076
0.05524  0.18700  612.0    935.9    0.20541  -0.07509 1235.9   300.0    0.68415  1211.27307
0.05525  0.18800  612.1    936.2    0.20642  -0.07558 1236.2   300.0    0.68413  1211.72628
0.05527  0.18900  612.2    936.5    0.20742  -0.07608 1236.5   300.0    0.68410  1212.17057
0.05528  0.19000  612.3    936.8    0.20843  -0.07657 1236.8   300.0    0.68408  1212.60612
0.05529  0.19100  612.4    937.1    0.20943  -0.07707 1237.1   300.0    0.68405  1213.03309
0.05531  0.19200  612.4    937.3    0.21044  -0.07756 1237.3   300.0    0.68403  1213.45165
0.05532  0.19300  612.5    937.6    0.21144  -0.07806 1237.6   300.0    0.68401  1213.86197
0.05533  0.19400  612.6    937.9    0.21244  -0.07856 1237.9   300.0    0.68399  1214.26420
0.05535  0.19500  612.7    938.2    0.21345  -0.07905 1238.2   300.0    0.68397  1214.65851
0.05536  0.19600  612.8    938.4    0.21445  -0.07955 1238.4   300.0    0.68395  1215.04506
0.05537  0.19700  612.9    938.7    0.21546  -0.08004 1238.7   300.0    0.68393  1215.42398
0.05538  0.19800  613.0    938.9    0.21646  -0.08054 1238.9   300.0    0.68391  1215.79544
0.05539  0.19900  613.1    939.2    0.21746  -0.08104 1239.2   300.0    0.68389  1216.15958
0.05540  0.20000  613.1    939.4    0.21847  -0.08153 1239.4   300.0    0.68387  1216.51654
