eps_p    eps_q    p        q        eps_1    eps_2    sigma_1  sigma_2  epor     stateVar2
0.03700  0.07000  292.5    427.5    0.08233  -0.02267 577.5    150.0    0.64779  549.58960
0.03709  0.07100  292.9    428.7    0.08336  -0.02314 578.7    150.0    0.64765  551.38996
0.03717  0.07200  293.3    429.9    0.08439  -0.02361 579.9    150.0    0.64750  553.14155
0.03726  0.07300  293.7    431.1    0.08542  -0.02408 581.1    150.0    0.64736  554.84561
0.03734  0.07400  294.1    432.2    0.08645  -0.02455 582.2    150.0    0.64723  556.50338
0.03742  0.07500  294.4    433.3    0.08747  -0.02503 583.3    150.0    0.64710  558.11605
0.03750  0.07600  294.8    434.4    0.08850  -0.02550 584.4    150.0    0.64697  559.68480
0.03757  0.07700  295.2    435.5    0.08952  -0.02598 585.5    150.0    0.64685  561.21077
0.03764  0.07800  295.5    436.5    0.09055  -0.02645 586.5    150.0    0.64673  562.69508
0.03771  0.07900  295.8    437.5    0.09157  -0.02693 587.5    150.0    0.64661  564.13882
0.03778  0.08000  296.1    438.4    0.09259  -0.02741 588.4    150.0    0.64650  565.54306
0.03785  0.08100  296.5    439.4    0.09362  -0.02788 589.4    150.0    0.64639  566.90884
0.03791  0.08200  296.8    440.3    0.09464  -0.02836 590.3    150.0    0.64628  568.23717
0.03798  0.08300  297.1    441.2    0.09566  -0.02884 591.2    150.0    0.64618  569.52905
0.03804  0.08400  297.3    442.0    0.09668  -0.02932 592.0    150.0    0.64608  570.78543
0.03809  0.08500  297.6    442.9    0.09770  -0.02980 592.9    150.0    0.64598  572.00726
0.03815  0.08600  297.9    443.7    0.09872  -0.03028 593.7    150.0    0.64589  573.19546
0.03821  0.08700  298.2    444.5    0.09974  -0.03076 594.5    150.0    0.64580  574.35094
0.03826  0.08800  298.4    445.2    0.10075  -0.03125 595.2    150.0    0.64571  575.47455
0.03831  0.08900  298.7    446.0    0.10177  -0.03173 596.0    150.0    0.64563  576.56716
0.03836  0.09000  298.9    446.7    0.10279  -0.03221 596.7    150.0    0.64554  577.62959
0.03841  0.09100  299.1    447.4    0.10380  -0.03270 597.4    150.0    0.64546  578.66266
0.03846  0.09200  299.4    448.1    0.10482  -0.03318 598.1    150.0    0.64538  579.66716
0.03851  0.09300  299.6    448.8    0.10584  -0.03366 598.8    150.0    0.64531  580.64385
0.03855  0.09400  299.8    449.4    0.10685  -0.03415 599.4    150.0    0.64523  581.59348
0.03859  0.09500  300.0    450.1    0.10786  -0.03464 600.1    150.0    0.64516  582.51680
0.03864  0.09600  300.2    450.7    0.10888  -0.03512 600.7    150.0    0.64509  583.41450
0.03868  0.09700  300.4    451.3    0.10989  -0.03561 601.3    150.0    0.64502  584.28729
0.03872  0.09800  300.6    451.8    0.11091  -0.03609 601.8    150.0    0.64496  585.13584
0.03876  0.09900  300.8    452.4    0.11192  -0.03658 602.4    150.0    0.64489  585.96081
0.03879  0.10000  301.0    452.9    0.11293  -0.03707 602.9    150.0    0.64483  586.76283
0.03883  0.10100  301.2    453.5    0.11394  -0.03756 603.5    150.0    0.64477  587.54255
0.03887  0.10200  301.3    454.0    0.11496  -0.03804 604.0    150.0    0.64471  588.30055
0.03890  0.10300  301.5    454.5    0.11597  -0.03853 604.5    150.0    0.64466  589.03745
0.03893  0.10400  301.7    455.0    0.11698  -0.03902 605.0    150.0    0.64460  589.75380
0.03897  0.10500  301.8    455.5    0.11799  -0.03951 605.5    150.0    0.64455  590.45019
0.03900  0.10600  302.0    455.9    0.11900  -0.04000 605.9    150.0    0.64450  591.12714
0.03903  0.10700  302.1    456.4    0.12001  -0.04049 606.4    150.0    0.64445  591.78520
0.03906  0.10800  302.3    456.8    0.12102  -0.04098 606.8    150.0    0.64440  592.42489
0.03909  0.10900  302.4    457.2    0.12203  -0.04147 607.2    150.0    0.64435  593.04671
0.03912  0.11000  302.5    457.6    0.12304  -0.04196 607.6    150.0    0.64430  593.65115
0.03914  0.11100  302.7    458.0    0.12405  -0.04245 608.0    150.0    0.64426  594.23869
0.03917  0.11200  302.8    458.4    0.12506  -0.04294 608.4    150.0    0.64422  594.80979
0.03920  0.11300  302.9    458.8    0.12607  -0.04343 608.8    150.0    0.64417  595.36491
0.03922  0.11400  303.1    459.2    0.12707  -0.04393 609.2    150.0    0.64413  595.90449
0.03924  0.11500  303.2    459.5    0.12808  -0.04442 609.5    150.0    0.64409  596.42896
0.03927  0.11600  303.3    459.9    0.12909  -0.04491 609.9    150.0    0.64405  596.93874
0.03929  0.11700  303.4    460.2    0.13010  -0.04540 610.2    150.0    0.64402  597.43423
0.03931  0.11800  303.5    460.5    0.13110  -0.04590 610.5    150.0    0.64398  597.91583
0.03933  0.11900  303.6    460.8    0.13211  -0.04639 610.8    150.0    0.64395  598.38392
0.03936  0.12000  303.7    461.2    0.13312  -0.04688 611.2    150.0    0.64391  598.83889
0.03938  0.12100  303.8    461.5    0.13413  -0.04737 611.5    150.0    0.64388  599.28108
0.03940  0.12200  303.9    461.7    0.13513  -0.04787 611.7    150.0    0.64385  599.71086
0.03941  0.12300  304.0    462.0    0.13614  -0.04836 612.0    150.0    0.64381  600.12857
0.03943  0.12400  304.1    462.3    0.13714  -0.04886 612.3    150.0    0.64378  600.53455
0.03945  0.12500  304.2    462.6    0.13815  -0.04935 612.6    150.0    0.64375  600.92913
0.03947  0.12600  304.3    462.8    0.13916  -0.04984 612.8    150.0    0.64372  601.31261
0.03949  0.12700  304.4    463.1    0.14016  -0.05034 613.1    150.0    0.64370  601.68531
0.03950  0.12800  304.4    463.3    0.14117  -0.05083 613.3    150.0    0.64367  602.04754
0.03952  0.12900  304.5    463.6    0.14217  -0.05133 613.6    150.0    0.64364  602.39957
0.03953  0.13000  304.6    463.8    0.14318  -0.05182 613.8    150.0    0.64362  602.74171
0.03955  0.13100  304.7    464.0    0.14418  -0.05232 614.0    150.0    0.64359  603.07421
0.03956  0.13200  304.7    464.2    0.14519  -0.05281 614.2    150.0    0.64357  603.39736
0.03958  0.13300  304.8    464.5    0.14619  -0.05331 614.5    150.0    0.64354  603.71141
0.03959  0.13400  304.9    464.7    0.14720  -0.05380 614.7    150.0    0.64352  604.01661
0.03961  0.13500  305.0    464.9    0.14820  -0.05430 614.9    150.0    0.64350  604.31322
0.03962  0.13600  305.0    465.1    0.14921  -0.05479 615.1    150.0    0.64348  604.60147
0.03963  0.13700  305.1    465.3    0.15021  -0.05529 615.3    150.0    0.64346  604.88161
0.03964  0.13800  305.1    465.4    0.15121  -0.05579 615.4    150.0    0.64344  605.15384
0.03966  0.13900  305.2    465.6    0.15222  -0.05628 615.6    150.0    0.64342  605.41841
0.03967  0.14000  305.3    465.8    0.15322  -0.05678 615.8    150.0    0.64340  605.67551
0.03968  0.14100  305.3    466.0    0.15423  -0.05727 616.0    150.0    0.64338  605.92537
0.03969  0.14200  305.4    466.1    0.15523  -0.05777 616.1    150.0    0.64336  606.16818
0.03970  0.14300  305.4    466.3    0.15623  -0.05827 616.3    150.0    0.64334  606.40414
0.03971  0.14400  305.5    466.4    0.15724  -0.05876 616.4    150.0    0.64333  606.63344
0.03972  0.14500  305.5    466.6    0.15824  -0.05926 616.6    150.0    0.64331  606.85628
0.03973  0.14600  305.6    466.7    0.15924  -0.05976 616.7    150.0    0.64329  607.07282
0.03974  0.14700  305.6    466.9    0.16025  -0.06025 616.9    150.0    0.64328  607.28326
0.03975  0.14800  305.7    467.0    0.16125  -0.06075 617.0    150.0    0.64326  607.48775
0.03976  0.14900  305.7    467.2    0.16225  -0.06125 617.2    150.0    0.64325  607.68647
0.03977  0.15000  305.8    467.3    0.16326  -0.06174 617.3    150.0    0.64323  607.87958
0.03978  0.15100  305.8    467.4    0.16426  -0.06224 617.4    150.0    0.64322  608.06724
0.03978  0.15200  305.8    467.5    0.16526  -0.06274 617.5    150.0    0.64321  608.24959
0.03979  0.15300  305.9    467.7    0.16626  -0.06324 617.7    150.0    0.64319  608.42680
0.03980  0.15400  305.9    467.8    0.16727  -0.06373 617.8    150.0    0.64318  608.59900
0.03981  0.15500  306.0    467.9    0.16827  -0.06423 617.9    150.0    0.64317  608.76633
0.03982  0.15600  306.0    468.0    0.16927  -0.06473 618.0    150.0    0.64315  608.92894
0.03982  0.15700  306.0    468.1    0.17027  -0.06523 618.1    150.0    0.64314  609.08695
0.03983  0.15800  306.1    468.2    0.17128  -0.06572 618.2    150.0    0.64313  609.24049
0.03984  0.15900  306.1    468.3    0.17228  -0.06622 618.3    150.0    0.64312  609.38970
0.03984  0.16000  306.1    468.4    0.17328  -0.06672 618.4    150.0    0.64311  609.53468
0.03985  0.16100  306.2    468.5    0.17428  -0.06722 618.5    150.0    0.64310  609.67557
0.03986  0.16200  306.2    468.6    0.17529  -0.06771 618.6    150.0    0.64309  609.81247
0.03986  0.16300  306.2    468.7    0.17629  -0.06821 618.7    150.0    0.64308  609.94551
0.03987  0.16400  306.3    468.8    0.17729  -0.06871 618.8    150.0    0.64307  610.07478
0.03987  0.16500  306.3    468.9    0.17829  -0.06921 618.9    150.0    0.64306  610.20039
0.03988  0.16600  306.3    468.9    0.17929  -0.06971 618.9    150.0    0.64305  610.32245
0.03988  0.16700  306.3    469.0    0.18029  -0.07021 619.0    150.0    0.64304  610.44106
0.03989  0.16800  306.4    469.1    0.18130  -0.07070 619.1    150.0    0.64303  610.55631
0.03989  0.16900  306.4    469.2    0.18230  -0.07120 619.2    150.0    0.64303  610.66831
0.03990  0.17000  306.4    469.2    0.18330  -0.07170 619.2    150.0    0.64302  610.77713
0.03990  0.17100  306.4    469.3    0.18430  -0.07220 619.3    150.0    0.64301  610.88287
0.03991  0.17200  306.5    469.4    0.18530  -0.07270 619.4    150.0    0.64300  610.98563
0.03991  0.17300  306.5    469.5    0.18630  -0.07320 619.5    150.0    0.64299  611.08547
0.03992  0.17400  306.5    469.5    0.18731  -0.07369 619.5    150.0    0.64299  611.18249
0.03992  0.17500  306.5    469.6    0.18831  -0.07419 619.6    150.0    0.64298  611.27676
0.03993  0.17600  306.5    469.6    0.18931  -0.07469 619.6    150.0    0.64297  611.36837
0.03993  0.17700  306.6    469.7    0.19031  -0.07519 619.7    150.0    0.64297  611.45738
0.03993  0.17800  306.6    469.8    0.19131  -0.07569 619.8    150.0    0.64296  611.54387
0.03994  0.17900  306.6    469.8    0.19231  -0.07619 619.8    150.0    0.64295  611.62791
0.03994  0.18000  306.6    469.9    0.19331  -0.07669 619.9    150.0    0.64295  611.70957
0.03994  0.18100  306.6    469.9    0.19431  -0.07719 619.9    150.0    0.64294  611.78892
0.03995  0.18200  306.7    470.0    0.19532  -0.07768 620.0    150.0    0.64294  611.86603
0.03995  0.18300  306.7    470.0    0.19632  -0.07818 620.0    150.0    0.64293  611.94095
0.03995  0.18400  306.7    470.1    0.19732  -0.07868 620.1    150.0    0.64293  612.01375
0.03996  0.18500  306.7    470.1    0.19832  -0.07918 620.1    150.0    0.64292  612.08449
0.03996  0.18600  306.7    470.2    0.19932  -0.07968 620.2    150.0    0.64292  612.15322
0.03996  0.18700  306.7    470.2    0.20032  -0.08018 620.2    150.0    0.64291  612.22001
0.03997  0.18800  306.8    470.3    0.20132  -0.08068 620.3    150.0    0.64291  612.28490
0.03997  0.18900  306.8    470.3    0.20232  -0.08118 620.3    150.0    0.64290  612.34796
0.03997  0.19000  306.8    470.3    0.20332  -0.08168 620.3    150.0    0.64290  612.40923
0.03997  0.19100  306.8    470.4    0.20432  -0.08218 620.4    150.0    0.64289  612.46877
0.03998  0.19200  306.8    470.4    0.20533  -0.08267 620.4    150.0    0.64289  612.52662
0.03998  0.19300  306.8    470.5    0.20633  -0.08317 620.5    150.0    0.64288  612.58283
0.03998  0.19400  306.8    470.5    0.20733  -0.08367 620.5    150.0    0.64288  612.63744
0.03998  0.19500  306.8    470.5    0.20833  -0.08417 620.5    150.0    0.64288  612.69051
0.03999  0.19600  306.9    470.6    0.20933  -0.08467 620.6    150.0    0.64287  612.74208
0.03999  0.19700  306.9    470.6    0.21033  -0.08517 620.6    150.0    0.64287  612.79219
0.03999  0.19800  306.9    470.6    0.21133  -0.08567 620.6    150.0    0.64287  612.84087
0.03999  0.19900  306.9    470.7    0.21233  -0.08617 620.7    150.0    0.64286  612.88818
0.04000  0.20000  306.9    470.7    0.21333  -0.08667 620.7    150.0    0.64286  612.93414
